Time	Projeto.Trabalho	Codificação.Trabalho
0.0	1.0	0.0
0.01	1.0	0.0
1.0100000000000007	1.0	0.0
2.010000000000001	1.0	0.0
3.00999999999998	1.0	0.0
4.009999999999959	1.0	0.0
5.009999999999938	1.0	0.0
6.009999999999916	1.0	0.0
7.009999999999895	1.0	0.0
8.009999999999874	1.0	0.0
9.009999999999852	1.0	0.0
